ID,Location,Vessel Type,Flag,Gross Tonnage,Length (m),Port,Injury Type,Fatalities,Description,Weather,Damage,Date
f659a726-c6c6-ef11-b8e8-000d3a86e2d0,Internal waters -> Port area,Service ship,UNITED KINGDOM,23000.0,170.0,GIBRALTAR,Wounds and superficial injuries,0,A service vessel crew member was placing an open tin down when liquid splashed into their eye,Clear,No damage,2024-12-01
99e6346d-5c96-ed11-aad0-6045bd0b12c1,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Poisonings and infections,0,A cruise ship crewmember sustained a laceration that became infected,Clear,No damage,2023-01-01
278556d5-3268-ee11-9ae7-002248c87a58,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,4.2,UNITED KINGDOM,Unknown or unspecified,0,An unnamed pleasure craft passed very close to commercial divers causing interaction.,Clear,No damage,2023-10-01
21c32948-bb7f-ee11-8179-002248c87a58,Internal waters -> Port area,Service ship,UNITED KINGDOM,17.0,13.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A search and rescue vessel crewmember injured their back lifting a rope.,Overcast,No damage,2023-11-01
41a71b21-bbc1-ee11-9079-002248c87a1d,Internal waters -> Port area,Service ship,UNITED KINGDOM,42.0,17.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A search and rescue vessel crew member sustained a strain injury,Clear,No damage,2024-01-01
db7020c7-2cfa-ed11-8f6d-002248c878ca,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,1.9,,Drowning and asphyxiation,1,A personal watercraft capsized resulting in one fatality and one serious injury,Unknown,No damage,2023-05-01
b2fc79d4-a04c-ee11-be6f-002248c87217,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,100000.0,280.0,AUSTRALIA,Bone fractures,0,Cruise ship's passenger fell resulting in a shoulder fracture.,Clear,No damage,2023-09-01
5e2bdddf-ab8a-ee11-be36-002248c87a58,Inland waters -> Lake,Inland waterway vessel,UNITED KINGDOM,0.78,5.1,,Bone fractures,0,An inland waterways workboat crewmember slipped whilst embarking and fractured their knee.,Clear,No damage,2023-09-01
80540e3a-b99d-ef11-8a6a-6045bd0cb55a,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,58000.0,230.0,MALTA,Bone fractures,0,A cruise ship passenger fell and sustained a fractured toe.,Clear,No damage,2024-10-01
999325c1-6fad-ef11-b8e8-000d3a0ccf85,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,SAINT LUCIA,Bone fractures,0,A cruise ships passenger tripped down stairs resulting in a closed fracture to the ankle.,Overcast,No damage,2024-11-01
593e809d-ccbb-ef11-b8e8-6045bd0dbe09,Internal waters -> Port area,Inland waterway vessel,UNITED KINGDOM,450.0,32.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A tug crew member pulled their leg muscle whilst working.,Clear,No damage,2024-12-01
9510de5e-a4a7-ed11-aad0-6045bd0d76da,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger fractured their femur,Clear,No damage,2023-01-01
d51ba3ad-6d4d-ee11-be6f-002248c878ca,Internal waters -> Port area,Service ship,UNITED KINGDOM,22.0,14.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,Tug's crew member lost their balance and twisted their ankle.,Clear,No damage,2023-08-01
92334f86-0d74-ee11-8179-002248c8714f,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,"KOREA, REPUBLIC OF",Poisonings and infections,0,A cruise ship crew member injured themself on broken glass and the wound became infected.,Clear,No damage,2023-10-01
00b09f8a-d7b9-ee11-9078-002248c87217,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,VANUATU,Traumatic amputations (Loss of body parts),0,Cruise ship's crew member caught their finger resulting in partial amputation.,Clear,No damage,2024-01-01
e44bc963-66dd-ee11-904d-002248c87217,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,490.0,49.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,Passenger Ro-Ro crew member slipped resulting in a dislocated knee,Unknown,No damage,2024-01-01
15cfa3a5-934d-ef11-a316-6045bd0e2db0,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger sustained an injury from falling.,Clear,No damage,2024-07-01
f902f062-58d4-ed11-a7c6-002248c8714f,Open sea -> Within EEZ,Cargo ship,UNITED KINGDOM,99000.0,330.0,,Wounds and superficial injuries,0,Container ship crewmember injured their finger whilst transferring a boiler water feed pump.,Overcast,No damage,2023-03-01
4779df52-611a-ee11-8f6d-002248c8714f,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,0,Trimaran sailing vessel capsized and towed with crewmembers recovered.,Unknown,Minor damage (less than material damage),2023-07-01
adbb488e-ad1c-ee11-8f6d-002248c87a40,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,JAPAN,Bone fractures,0,A cruise ship passenger tripped and broke their arm.,Rain,No damage,2023-07-01
29a4ed4f-6743-ef11-a316-0022481b6a03,Open sea -> Outside EEZ,Fishing vessel,UNITED KINGDOM,290.0,35.0,,Wounds and superficial injuries,0,A fishing vessel crew member sustained a crush injury to two fingers,Clear,No damage,2024-07-01
b75cb57c-1ff3-ee11-904b-0022481b57c2,Internal waters -> Port area,Cargo ship,MALTA,49000.0,200.0,UNITED KINGDOM,Bone fractures,0,Ro-Ro vessel crew member caught leg in winch resulting in leg fracture,Rain,No damage,2024-04-01
8504a16d-9708-ef11-9f89-000d3a871495,Open sea -> Within EEZ,Cargo ship,UNITED KINGDOM,4100.0,100.0,,Bone fractures,0,Cargo vessel crew member slipped and fractured arm,Clear,No damage,2024-04-01
8f2b59a2-be6a-ef11-a670-002248c81132,Coastal waters <= 12 nm,Recreational craft,CZECH REPUBLIC,9.8,13.0,,Traumatic amputations (Loss of body parts),0,Sailing vessels crew member caught fingers in traveller resulting in the loss of tips of two fingers,Overcast,No damage,2024-09-01
4688d9bf-97c6-ef11-b8e8-002248c68c1c,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,A cruise ship passenger fell and fractured their wrist,Overcast,No damage,2024-12-01
c18b869d-c49c-ed11-aad1-0022481b5e4e,Internal waters -> Port area,Cargo ship,UNITED KINGDOM,51.0,15.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A workboat's crew member got injured while falling from the ladder into the engine room resulting in sore/twisted knee and lower back pain.,Unknown,No damage,2023-01-01
bc315321-b532-ee11-bdf3-002248c8796d,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,0.0,,,0,Recreational sailing vessel crew member fell overboard,Unknown,No damage,2023-08-01
20b4ec07-cc35-ee11-bdf4-002248c87a58,Internal waters -> Port area,Service ship,UNITED KINGDOM,40.0,70.0,UNITED KINGDOM,Bone fractures,0,Crew member stepped from a dredger to a port tender and missed their footing resulting in a fracture.,Clear,No damage,2023-08-01
562457f1-e39f-ee11-be37-002248c87a4c,Open sea -> Within EEZ,Cargo ship,UNITED KINGDOM,23000.0,170.0,,Bone fractures,0,Landing vessel's crew member sustained a closed fracture while undertaking flight deck sports.,Clear,No damage,2023-12-01
82180d10-d2ae-ee11-a569-002248c87a58,Coastal waters <= 12 nm,Recreational craft,RUSSIAN FEDERATION,0.0,9.9,,Unknown or unspecified,1,A single handed sailing yacht was found and the skipper was missing.,Unknown,Loss of ship -> Constructive loss,2023-12-01
9c2eaa93-3ee5-ee11-904d-002248c8714f,Inland waters -> River,Recreational craft,UNITED KINGDOM,0.0,14.0,,Unknown or unspecified,0,Person fell from vessel into water,Unknown,No damage,2024-03-01
19e9692d-9be7-ee11-904d-002248c87a58,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,390.0,23.0,,Traumatic amputations (Loss of body parts),0,Fishing vessel's crew member amputation of right ring finger,Unknown,No damage,2024-03-01
45c08d4d-7f08-ef11-9f89-000d3a871495,Internal waters -> Port area,Service ship,UNITED KINGDOM,16.0,15.0,UNITED KINGDOM,Bone fractures,0,"A pilot boat passenger transferred onto a tug, tripped on mooring wire, resulting in fractured elbows",Clear,No damage,2024-04-01
af2f7702-a74d-ef11-a316-002248c7bf34,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,100000.0,280.0,AUSTRALIA,Bone fractures,0,A cruise ship passenger sustained a fractured ankle whilst dancing.,Clear,No damage,2024-07-01
d743a0ad-a5a0-ed11-aad1-0022481b5a3b,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,180000.0,340.0,BARBADOS,Wounds and superficial injuries,0,Cruise ship crewmember cut their hand on glass while handling waste resulting in over 72 hours off work.,Clear,No damage,2023-01-01
a52443e0-ce53-ee11-be6f-002248c87217,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,580.0,65.0,,Bone fractures,0,A sail training vessel trainee fell down a staircase and sustained broken bones.,Clear,No damage,2023-09-01
b375bc84-057f-ee11-8179-002248c8714f,Internal waters -> Port area,Fishing vessel,UNITED KINGDOM,240.0,26.0,UNITED KINGDOM,Wounds and superficial injuries,0,A fishing vessel crewmember sustained an accidental stab injury to their torso.,Unknown,No damage,2023-02-01
c30bc469-bba0-ee11-be37-002248c87a40,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,0.4,4.9,,Other specified injuries not included under other headings,0,A crew member fell out of a search and rescue vessel whilst it was being recovered,Clear,No damage,2023-12-01
a5899f97-c1d7-ee11-904c-002248c87005,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,17.0,13.0,,Bone fractures,0,A workboat diver suffered a crush injury to their leg,Unknown,No damage,2024-02-01
8cdbca05-5744-ef11-a316-6045bd0dd507,Internal waters -> Port area,Passenger ship,BAHAMAS,4200.0,90.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A cruise ship crew member injured their back whilst moving a sofa,Clear,No damage,2024-07-01
78aefde8-dd70-ef11-a670-000d3a86c5ec,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,11000.0,120.0,,Bone fractures,0,A ro-pax vessel passenger fell and fractured their hip,Clear,No damage,2024-09-01
337d58a0-2674-ef11-a670-002248c7d11f,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger fell and fractured their leg,Clear,No damage,2024-09-01
3547681a-c992-ef11-8a69-6045bd0d9e15,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger fell and sustained a fractured rib.,Clear,No damage,2024-10-01
ccce43e0-b7ab-ed11-83ff-0022481b5a3b,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,Passenger ship's guest lost their balance and injured their hand.,Clear,No damage,2023-02-01
a82f5cd1-10c7-ed11-b596-002248c6387e,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,A cruise ship passenger fractured their ankle after slipping on stairs.,Clear,No damage,2023-03-01
f3f8344c-9313-ef11-9f89-6045bd0ddb30,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,47.0,22.0,,Bone fractures,0,Training sail vessel crew member fell on deck resulting in an injured ankle.,Unknown,No damage,2024-05-01
a31d4532-866f-ef11-a670-6045bd0c1332,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,SPAIN,Bone fractures,0,Cruise ship passenger fell out of their cabin bed resulting in them landing on deck fracturing their hip,Clear,No damage,2024-09-01
e978ea68-0af0-ed11-8848-002248c8714f,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,0.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,A crewmember of a yacht alongside fell down and dislocated their shoulder.,Unknown,No damage,2023-05-01
016f89a3-7416-ee11-9cbe-002248c87a4c,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,77000.0,260.0,,Bone fractures,0,Cruise ship passenger suffered a ankle fracture while jumping onto a shore tender.,Overcast,No damage,2023-06-01
a388ce81-2a1f-ee11-9966-002248c87a4c,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,100000.0,280.0,AUSTRALIA,Concussions and internal injuries (including crush injuries not mentioned above),0,Cruise ship's crew member sustained a head injury while cleaning.,Clear,No damage,2023-03-01
73dfa4b2-cf74-ee11-8179-002248c87a1d,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,6500.0,110.0,,Wounds and superficial injuries,0,Fishing vessels crew member suffered a head injury after a stanchion fell from its stowage.,Overcast,No damage,2023-10-01
26c946f8-2a8d-ee11-be36-002248c878ca,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,"Dislocations, sprains and strains",0,Cruise ship passenger walked on deck and tripped onto the fire screen door threshold resulting in a sprained back,Clear,No damage,2023-11-01
cb593ca6-19e5-ee11-904c-6045bd0b9f87,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,180000.0,340.0,,Bone fractures,0,Cruise ships crew member hand was caught between luggage trolley and bulkhead resulting in closed fracture to finger.,Overcast,No damage,2024-03-01
6081a0eb-7e43-ef11-a316-6045bd0b0429,Inland waters -> River,Inland waterway vessel,UNITED KINGDOM,0.0,16.0,,Traumatic amputations (Loss of body parts),0,A workboat crew member's hand was trapped under a sling chain when a slip line failed,Rain,No damage,2024-07-01
6dcfa23f-fc7f-ef11-ac20-6045bd0cb55a,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,5.9,9.0,,Bone fractures,0,Sailing vessel crew member fell from vessels gantry resulting in multiple injuries,Overcast,No damage,2024-09-01
42f98e26-9fa5-ef11-b8e8-002248006bd7,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,180000.0,340.0,,Bone fractures,0,"A cruise ship passenger tripped and fell, breaking their wrist.",Clear,No damage,2024-11-01
3977426b-f0ef-ed11-8848-002248c87a1d,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,"Dislocations, sprains and strains",0,A cruise ship crew member missed a step which resulted in a twisted knee.,Clear,No damage,2023-04-01
00fd338a-ab24-ee11-9965-002248c87217,Inland waters,Passenger ship,UNITED KINGDOM,35000.0,180.0,,Wounds and superficial injuries,0,Ro/Ro passenger vessel crewmember sustained a finger injury while removing a drain plug.,Overcast,No damage,2023-07-01
641d1c0a-d04b-ee11-be6f-002248c8796d,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Wounds and superficial injuries,0,Cruise ship's crew member cut themselves while polishing glasses.,Clear,No damage,2023-09-01
6faf42d9-a950-ee11-be6f-002248c87a51,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,A cruise ship passenger injured their ankle when getting down from a bar stool.,Overcast,No damage,2023-09-01
c8e6be18-a983-ee11-8179-002248c87217,Inland waters -> River,Inland waterway vessel,UNITED KINGDOM,120.0,44.0,,"Dislocations, sprains and strains",0,Inland waterway vessel's crew member injured their back while lifting fresh water from the tank.,Clear,No damage,2023-10-01
0ebc59fe-19ec-ee11-a1fe-002248c87a58,"Internal waters -> Channel, river",Inland waterway vessel,UNITED KINGDOM,0.0,0.0,,Drowning and asphyxiation,1,"Recreational Craft suffered a fire, resulting in one fatality",Unknown,Material damage -> Affecting structural integrity of the ship,2024-03-01
8a62145d-25fb-ee11-9f8a-002248c87a1d,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Cruise ships passenger lost balance and fell resulting in closed fracture to vertebra.,Overcast,No damage,2024-04-01
7ecc4fb8-c91c-ef11-840a-000d3a0ce9a2,Coastal waters <= 12 nm,Recreational craft,,0.0,7.4,,Concussions and internal injuries (including crush injuries not mentioned above),0,Five people fell overboard from recreational craft,Unknown,No damage,2024-05-01
7ecc4fb8-c91c-ef11-840a-000d3a0ce9a2,Coastal waters <= 12 nm,Recreational craft,,0.0,7.4,,"Dislocations, sprains and strains",0,Five people fell overboard from recreational craft,Unknown,No damage,2024-05-01
7ecc4fb8-c91c-ef11-840a-000d3a0ce9a2,Coastal waters <= 12 nm,Recreational craft,,0.0,7.4,,Drowning and asphyxiation,0,Five people fell overboard from recreational craft,Unknown,No damage,2024-05-01
6845fc17-be9d-ef11-8a6a-6045bd0cb55a,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,A cruise ship passenger fell in their cabin and fractured their hip.,Clear,No damage,2024-11-01
8f6c7bf0-d8ef-ed11-8848-002248c87217,Coastal waters <= 12 nm,Cargo ship,UNITED KINGDOM,140000.0,360.0,,,0,Container ship crew member fell overboard whilst passing a rope around the outboard side of a pillar,Unknown,No damage,2022-12-01
0ef1521f-2a38-ee11-bdf4-002248c87a58,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,CANADA,Bone fractures,0,Cruise ship's passenger tripped and fell sustaining a closed fracture injury.,Overcast,No damage,2023-08-01
9a5ac0ca-e25d-ee11-8def-002248c878ca,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,4200.0,86.0,,Traumatic amputations (Loss of body parts),0,A pelagic trawler crew member suffered amputation of 4 fingers on one hand.,Clear,No damage,2023-09-01
2676c5e8-8df2-ee11-904b-6045bd0b9f87,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,180000.0,340.0,,"Dislocations, sprains and strains",0,A cruise ship production performer injured their knee during a show,Overcast,No damage,2024-03-01
e0b35556-4502-ef11-9f8a-002248c87ba6,Open sea -> Within EEZ,Recreational craft,UNITED KINGDOM,0.0,8.4,,Concussions and internal injuries (including crush injuries not mentioned above),0,A sailing vessel suffered propulsion failure and the skipper was injured.,Unknown,Minor damage (less than material damage),2024-04-01
00e4ab79-ab58-ef11-bfe3-000d3a874bdc,Inland waters -> Lake,Inland waterway vessel,UNITED KINGDOM,42.0,19.0,,Wounds and superficial injuries,0,An inland waterways crew member got their finger trapped in a rope,Rain,No damage,2024-08-01
df180636-c69c-ed11-aad1-0022481b5e4e,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,260.0,38.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,A fishing vessel crewmember sustained a head injury after being hit on the head.,Unknown,No damage,2023-01-01
25603397-b7b2-ed11-83ff-6045bd0b12c1,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,35000.0,180.0,UNITED KINGDOM,"Dislocations, sprains and strains",0,Passenger ship's crew member dislocated their shoulder after slipping on the stairs.,Overcast,No damage,2023-02-01
91bd51ca-8b63-ee11-8df0-002248c87a1d,Inland waters -> River,Recreational craft,UNITED KINGDOM,0.0,0.0,,Wounds and superficial injuries,0,An individual fell from a sailing dinghy resulting in cut to the head.,Unknown,No damage,2023-10-01
74dfdfed-0153-ef11-bfe3-6045bd0b320a,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,58000.0,230.0,,Bone fractures,0,Cruise ships passenger tripped resulting in closed fracture to the hip.,Clear,No damage,2024-07-01
1aac14a3-858f-ef11-8a6a-6045bd0c61bd,Open sea -> Within EEZ,Cargo ship,UNITED KINGDOM,29000.0,200.0,,Bone fractures,0,A replenishment tanker crew member trapped their finger in a closing door,Rain,No damage,2024-10-01
02222ea6-9928-ef11-840a-6045bd0d9c0e,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,3.9,UNITED KINGDOM,"Burns, scalds and frostbites",0,A pleasure yacht alongside had an explosion resulting in two injuries.,Unknown,Minor damage (less than material damage),2024-06-01
5da191d4-b9b2-ed11-83ff-6045bd0b12c1,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,UNITED STATES - US,Bone fractures,0,"Passenger ship's guest slipped and injured their knee, requiring medical attention",Rain,No damage,2023-02-01
f3d45a96-e09f-ee11-be37-002248c87a51,Open sea -> Within EEZ,Fishing vessel,UNITED KINGDOM,120.0,18.0,,Drowning and asphyxiation,0,A fishing vessel crew member was caught in a warp and went overboard,Clear,No damage,2023-12-01
c33d5f5d-6bc6-ee11-9079-002248c8796d,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,ARGENTINA,Bone fractures,0,Cruise ship guest tripped resulting in an injury to the hip.,Clear,No damage,2024-02-01
2cbc4c0c-a5f1-ee11-904b-000d3a0cdd52,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,AUSTRALIA,Wounds and superficial injuries,0,"Cruise ship's passenger slipped on step resulting in injuries to the face, wrists, shoulder and knees.",Clear,No damage,2024-03-01
3362bd52-cffc-ee11-9f8a-002248c8714f,Coastal waters <= 12 nm,Cargo ship,UNITED KINGDOM,0.0,18.0,,Unknown or unspecified,0,Work boats crew member was pushed back by equipment to the floor resulting in back injury,Clear,No damage,2024-04-01
29c399d9-5877-ef11-a670-6045bd0ce93b,Internal waters -> Port area,Recreational craft,UNITED KINGDOM,0.0,4.9,UNITED KINGDOM,Drowning and asphyxiation,0,A recreational motor vessel started taking on water with two crew recovered from the water,Unknown,No damage,2024-09-01
6b98b914-16d2-ed11-a7c6-002248c87a40,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,110000.0,290.0,JAPAN,"Dislocations, sprains and strains",0,Cruise ship crewmember injured their ankle after falling from a bunkbed ladder.,Clear,No damage,2023-03-01
bc4a6255-2d32-ef11-8e4e-6045bd0b057b,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,"Dislocations, sprains and strains",0,A cruise ship crew member dislocated their shoulder while on duty,Clear,No damage,2024-06-01
b60fc84f-f3e4-ed11-8846-002248c87a51,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,A cruise ship passenger slipped whilst descending the stairs and fractured their knee.,Clear,No damage,2023-04-01
47790522-0e11-ee11-8f6e-002248c8796d,Coastal waters <= 12 nm,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,A cruise ship passenger fell whilst walking down a set of steps and fractured their ankle.,Overcast,No damage,2023-06-01
bc1dfb2f-abdb-ee11-904d-002248c87a1d,Internal waters -> Port area,Service ship,UNITED KINGDOM,19.0,11.0,UNITED KINGDOM,Bone fractures,0,Line boat crew member injured wrist resulting in closed fracture,Clear,No damage,2024-03-01
3bc68a34-60a6-ef11-b8e8-6045bd0e3723,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Wounds and superficial injuries,0,A cruise ship crew member was injured when a frozen turkey fell on their toe.,Overcast,No damage,2024-11-01
00988fd2-550b-ee11-8f6e-002248c8796d,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,27.0,13.0,,Wounds and superficial injuries,0,A fishing vessel making way collided with another fishing vessel resulting in minor damage.,Unknown,Minor damage (less than material damage),2023-06-01
4eb4c29d-0c32-ee11-bdf3-002248c87a1d,Open sea -> Within EEZ,Passenger ship,UNITED KINGDOM,110000.0,290.0,,Bone fractures,0,A cruise ship passenger fractured their ankle after tripping.,Rain,No damage,2023-07-01
2bb628c4-7e3b-ee11-bdf4-002248c878ca,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,0.0,5.7,,Drowning and asphyxiation,0,A pleasure craft caught fire and sank after the crew were rescued.,Clear,Loss of ship -> Constructive loss,2023-08-01
a3bc387f-b466-ee11-9ae7-002248c87a1d,Coastal waters <= 12 nm,Fishing vessel,UNITED KINGDOM,1.3,6.1,,Drowning and asphyxiation,0,A fishing vessel crew member went over board and was rescued.,Clear,No damage,2023-10-01
5b64fa89-ccba-ee11-9078-002248c87a40,Internal waters -> Port area,Service ship,UNITED KINGDOM,0.0,17.0,UNITED KINGDOM,Bone fractures,0,Pilot boat's crew member fell from the boat to the pontoon resulting in a fractured ankle.,Rain,No damage,2024-01-01
894bb36b-b0a7-ed11-aad0-6045bd0d76da,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,100000.0,280.0,,Bone fractures,0,A cruise ship passenger slipped on a wet ramp and fractured their fibula,Rain,No damage,2023-02-01
42a37fe6-0ada-ed11-a7c6-002248c87aa9,Inland waters -> Lake,Inland waterway vessel,UNITED KINGDOM,8.9,12.0,,Bone fractures,0,A hire boat customer fell whilst disembarking the vessel and broke their hip.,Clear,No damage,2023-04-01
989663f6-bbf4-ed11-8848-002248c87217,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,46.0,20.0,,Bone fractures,0,Sail training vessel passenger suffered broken ribs after falling onto main hatch rails.,Clear,No damage,2023-04-01
3b9010aa-5801-ee11-8f6c-002248c87a51,Coastal waters <= 12 nm,Service ship,PANAMA,2000.0,60.0,,Concussions and internal injuries (including crush injuries not mentioned above),0,An offshore support vessel crewmember fell in their bathroom and sustained a head injury.,Unknown,No damage,2023-05-01
e0ef0ebb-8e5b-ee11-8def-002248c878ca,Internal waters -> Port area,Service ship,NORWAY,3100.0,78.0,UNITED KINGDOM,Unknown or unspecified,0,Anchor handling supply vessel crew member was struck by a mooring rope during berthing operations resulting in an injured knee,Clear,No damage,2023-09-01
d254b7ae-aa2c-ef11-840a-6045bd0b033c,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,7.7,12.0,,Bone fractures,0,A sailing yacht was swamped by a wave resulting in one crew member overboard and one sustaining a fracture,Overcast,No damage,2024-06-01
d254b7ae-aa2c-ef11-840a-6045bd0b033c,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,7.7,12.0,,Drowning and asphyxiation,0,A sailing yacht was swamped by a wave resulting in one crew member overboard and one sustaining a fracture,Overcast,No damage,2024-06-01
d254b7ae-aa2c-ef11-840a-6045bd0b033c,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,7.7,12.0,,Unknown or unspecified,0,A sailing yacht was swamped by a wave resulting in one crew member overboard and one sustaining a fracture,Overcast,No damage,2024-06-01
97a51169-5e7a-ef11-ac20-00224800ae17,Coastal waters <= 12 nm,Service ship,UNITED KINGDOM,23000.0,170.0,,Bone fractures,0,A landing ship crew member sustained a fractured foot during on board recreational activities.,Clear,No damage,2024-09-01
2c37f47b-d090-ed11-aad1-0022481b5519,Open sea -> Outside EEZ,Passenger ship,UNITED KINGDOM,140000.0,330.0,,Bone fractures,0,Cruise ship passenger slipped on aluminium deck onboard a tender resulting in a fractured ankle,Overcast,No damage,2023-01-01
87f4c191-ab2f-ee11-bdf3-002248c87a1d,Coastal waters <= 12 nm,Recreational craft,UNITED KINGDOM,16.0,0.0,,Wounds and superficial injuries,0,A diver was hit by the propeller blades of a vessel.,Clear,No damage,2023-06-01
f6f37e00-f861-ee11-8df0-002248c878ca,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,SPAIN,Bone fractures,0,Cruise ship's passenger tripped and fell resulting in a wrist fracture.,Clear,No damage,2023-10-01
a574125a-eaf0-ee11-904b-0022481b57c2,Internal waters -> Port area,Cargo ship,BAHAMAS,2600.0,91.0,UNITED KINGDOM,Drowning and asphyxiation,1,Investigated by another state,Rain,No damage,2024-03-01
d71bdf55-1b39-ef11-a316-6045bd0b0429,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,4100.0,93.0,UNITED KINGDOM,Bone fractures,0,Ro-pax vessel crew member fell through a hatch resulting in a fractured pelvis,Clear,No damage,2024-07-01
68993a3d-25b3-ef11-b8e8-002248c7c68a,Internal waters -> Port area,Passenger ship,UNITED KINGDOM,140000.0,330.0,MEXICO,Bone fractures,0,A cruise ships passenger twisted ankle while playing pickleball.,Clear,No damage,2024-12-01
